,产品标题,一级类目,二级类目,三级类目,三级分词,二级分词,二级品类结果
560,2018秋冬新款韩版显瘦百搭纯色短款棉马甲女减龄口袋秋款马夹外套h429,女装,外套,外套,"{'m': ['2018', '百'], 't': ['秋冬'], 'n': ['新款', '版', '纯色', '棉', '马甲', '减龄', '口袋', '秋款', '马', '外套'], 'j': ['韩'], 'a': ['显瘦'], 'v': ['搭', '夹'], 'b': ['短款', '女'], 'eng': ['h429']}","['外套', '外套']",外套
561,2018秋冬新款韩版棉衣女长款过膝加厚保暖大码棉服中长款棉袄【可拆卸毛领/帽】【DM】f661,女装,外套,棉服,"{'m': ['2018'], 't': ['秋冬'], 'n': ['新款', '棉衣', '女长款', '大码', '棉服', '棉袄', '帽'], 'nt': ['韩版'], 'v': ['过膝', '保暖', '可拆卸'], 'nr': ['加厚', '毛领'], 'j': ['中长款'], 'ad': ['DM'], 'eng': ['f661']}","['外套', '外套', '外套', '日用']",外套
562,2018秋冬新款韩版长袖针织衫女套头修身圆领打底休闲毛衣,女装,上衣,针织衫,"{'m': ['2018'], 't': ['秋冬'], 'n': ['新款', '长袖', '针织衫', '套头', '修身', '圆领', '打底', '毛衣'], 'nt': ['韩版'], 'b': ['女'], 'v': ['休闲']}","['其它', '上衣', '其它', '上衣']",上衣
563,2018秋冬新款马丁靴女 粗跟短靴 磨砂刺绣花朵靴子韩版时尚百搭潮,女装,鞋,短靴,"{'m': ['2018', '百'], 't': ['秋冬'], 'n': ['新款', '马丁靴', '短靴', '磨砂', '刺绣', '花朵', '靴子', '时尚', '潮'], 'b': ['女'], 'a': ['粗'], 'p': ['跟'], 'nt': ['韩版'], 'v': ['搭']}","['鞋', '鞋', '鞋']",鞋
564,2018秋冬新款高腰羽绒棉裤裤修身加厚羽绒显瘦裤子女士鸭绒裤,女装,裤子,裤子,"{'m': ['2018'], 't': ['秋冬'], 'n': ['新款', '腰', '羽绒', '棉裤', '裤', '修身', '羽绒', '裤子', '女士', '绒裤'], 'a': ['高', '显瘦'], 'nr': ['加厚'], 'ns': ['鸭']}","['裤子', '裤子']",裤子
565,2018秋冬新款高领长袖修身针织连衣裙子打底毛衣裙过膝长裙,女装,连衣裙,连衣裙,"{'m': ['2018'], 't': ['秋冬'], 'n': ['新款', '高领', '长袖', '修身', '针织', '连衣裙', '打底', '衣裙', '长裙'], 'ng': ['子'], 'nr': ['毛'], 'v': ['过膝']}","['其它', '连衣裙', '其它']",其它
566,2018秋冬方头短靴粗跟中跟棉靴舒短靴时尚百搭高跟马丁靴b177,女装,鞋,短靴,"{'m': ['2018', '百'], 't': ['秋冬'], 'n': ['方头', '短靴', '棉靴', '短靴', '时尚', '马丁靴'], 'a': ['粗', '舒'], 'p': ['跟', '跟', '跟'], 'f': ['中'], 'v': ['搭高'], 'eng': ['b177']}","['鞋', '鞋', '鞋']",鞋
567,2018秋冬款高腰刺绣PU皮洗水皮裙半身裙子A字裙包臀短裙,女装,裙子,半身裙,"{'m': ['2018', '款'], 't': ['秋冬'], 'a': ['高'], 'n': ['腰', '刺绣', '皮', '水皮', '裙', '半身裙', 'A字裙', '短裙'], 'eng': ['PU'], 'v': ['洗', '包'], 'ng': ['子', '臀']}","['裙子', '裙子', '裙子', '裙子']",裙子
568,2018秋冬毛呢呢子大衣女秋冬装新款韩版中长款小蜜蜂毛呢外套【DB】f232,女装,外套,大衣,"{'m': ['2018'], 't': ['秋冬'], 'n': ['毛呢', '新款', '版', '长款', '毛呢', '外套'], 'nz': ['呢子大衣'], 'b': ['女'], 'nr': ['秋冬装', '小蜜蜂'], 'j': ['韩'], 'f': ['中'], 'a': ['DB'], 'eng': ['f232']}",['外套'],外套
569,2018秋冬民族风大码印花复古棉衣 夹棉中长款加厚外套女g693,女装,外套,棉衣,"{'m': ['2018'], 't': ['秋冬'], 'nz': ['民族风'], 'n': ['大码', '印花', '棉衣', '夹棉', '长款', '外套', '女'], 'vn': ['复古'], 'f': ['中'], 'nr': ['加厚'], 'eng': ['g693']}","['外套', '外套']",外套
570,2018秋冬潮流新款加绒加厚高腰修身PU皮小脚裤 加绒打底裤,女装,裤子,小脚裤,"{'m': ['2018'], 't': ['秋冬'], 'n': ['潮流', '新款', '腰', '修身', '皮', '小脚裤', '打底裤'], 'nr': ['加绒', '加厚', '加绒'], 'a': ['高'], 'eng': ['PU']}","['裤子', '裤子']",裤子
571,2018秋冬翻领格子简约舒适修身短款长袖气质优雅休闲毛呢外套g636,女装,外套,外套,"{'m': ['2018'], 't': ['秋冬'], 'v': ['翻领', '休闲'], 'n': ['格子', '修身', '长袖', '气质', '毛呢', '外套'], 'd': ['简约'], 'a': ['舒适', '优雅'], 'b': ['短款'], 'eng': ['g636']}","['其它', '外套']",外套
572,2018秋冬翻领格子简约舒适修身短款长袖气质优雅休闲毛呢外套h179,女装,外套,外套,"{'m': ['2018'], 't': ['秋冬'], 'v': ['翻领', '休闲'], 'n': ['格子', '修身', '长袖', '气质', '毛呢', '外套'], 'd': ['简约'], 'a': ['舒适', '优雅'], 'b': ['短款'], 'eng': ['h179']}","['其它', '外套']",外套
573,2018秋冬装新款女装韩版反季小个子轻薄时尚休闲短款外套,女装,外套,外套,"{'m': ['2018'], 'nr': ['秋冬装'], 'n': ['新款', '女装', '版', '季', '小个子', '时尚', '外套'], 'j': ['韩'], 'v': ['反', '休闲'], 'a': ['轻薄'], 'b': ['短款']}",['外套'],外套
574,2018秋冬装新款韩版修身显瘦小脚铅笔裤弹力高腰排扣女式牛仔裤长裤,女装,裤子,铅笔裤,"{'m': ['2018'], 'nr': ['秋冬装'], 'n': ['新款', '修身', '脚', '铅笔裤', '弹力', '腰', '女式', '牛仔裤', '长裤'], 'nt': ['韩版'], 'v': ['显', '排扣'], 'z': ['瘦小'], 'a': ['高']}","['裤子', '裤子', '裤子']",裤子
575,2018秋冬裙新款女装时尚条纹针织连衣裙中长款过膝毛衣裙,女装,连衣裙,连衣裙,"{'m': ['2018'], 't': ['秋冬'], 'n': ['裙', '新款', '女装', '时尚', '条纹', '针织', '连衣裙', '衣裙'], 'j': ['中长款'], 'v': ['过膝'], 'nr': ['毛']}","['裙子', '连衣裙']",连衣裙
576,2018秋冬雷锋帽男女保暖骑车帽防水防风遮脸帽反光条,女装,日用,帽,"{'m': ['2018'], 't': ['秋冬'], 'nr': ['雷锋'], 'n': ['帽', '男女', '骑车', '帽', '防风', '帽', '条'], 'v': ['保暖', '防水', '遮脸', '反光']}","['日用', '日用', '日用']",日用
577,2018秋冬韩版新款长袖百搭淑女半高领毛衣女装保暖针织打底衫上衣,女装,上衣,打底衫,"{'m': ['2018', '百', '半'], 't': ['秋冬'], 'nt': ['韩版'], 'n': ['新款', '长袖', '淑女', '高领', '毛衣', '女装', '针织', '打底衫', '上衣'], 'v': ['搭', '保暖']}","['其它', '上衣', '上衣', '上衣']",上衣
578,2018秋冬韩版百搭A字阔腿裤黑色高腰显瘦学生靴裤毛呢短裤女(送皮带）,女装,裤子,阔腿裤,"{'m': ['2018', '百'], 't': ['秋冬'], 'j': ['韩'], 'n': ['版', '字', '阔腿裤', '黑色', '腰', '学生', '靴裤', '毛呢', '短裤', '皮带'], 'v': ['搭', '送'], 'eng': ['A'], 'a': ['高', '显瘦'], 'b': ['女']}","['裤子', '裤子']",裤子
579,2018秋冬高领毛衣女加绒加厚新款修身打底衫中长款针织衫套头保暖上衣z219,女装,上衣,打底衫,"{'m': ['2018'], 't': ['秋冬'], 'n': ['高领', '毛衣', '女加绒', '新款', '修身', '打底衫', '针织衫', '套头', '上衣'], 'nr': ['加厚'], 'j': ['中长款'], 'v': ['保暖'], 'eng': ['z219']}","['上衣', '上衣', '上衣', '上衣']",上衣
580,2018秋加绒加厚时尚气质蕾丝连衣裙女,女装,连衣裙,连衣裙,"{'m': ['2018'], 'nr': ['秋加绒', '加厚'], 'n': ['时尚', '气质', '蕾丝', '连衣裙'], 'b': ['女']}",['连衣裙'],连衣裙
581,2018秋套头V领修身长袖打底衫 针织衫拼色毛衣女,女装,上衣,打底衫,"{'m': ['2018'], 't': ['秋'], 'n': ['套头', '领', '修身', '长袖', '打底衫', '针织衫', '拼色', '毛衣'], 'eng': ['V'], 'b': ['女']}","['其它', '上衣', '上衣', '上衣']",上衣
582,2018秋季中老年女装长袖圆领针织衫韩版大码妈妈装薄毛衣打底衫女,女装,上衣,打底衫,"{'m': ['2018'], 't': ['秋季'], 'j': ['中老年', '韩'], 'n': ['女装', '长袖', '圆领', '针织衫', '版', '大码', '妈妈', '毛衣', '打底衫'], 'v': ['装'], 'a': ['薄'], 'b': ['女']}","['其它', '上衣', '上衣', '上衣']",上衣
583,2018秋季女鞋厚底女小白鞋韩版百搭运动鞋休闲旅游鞋冬季棉鞋,女装,鞋,运动鞋,"{'m': ['2018', '百'], 't': ['秋季', '冬季'], 'n': ['女鞋', '厚底', '小白鞋', '版', '运动鞋', '旅游鞋', '棉鞋'], 'b': ['女'], 'j': ['韩'], 'v': ['搭', '休闲']}","['鞋', '鞋', '鞋']",鞋
584,2018秋季新品长袖仿真丝衬衫女桑蚕丝时尚波点印花上衣,女装,上衣,衬衫,"{'m': ['2018', '丝'], 't': ['秋季'], 'n': ['新品', '长袖', '衬衫', '时尚', '波点', '印花', '上衣'], 'd': ['仿真'], 'b': ['女'], 'nr': ['桑蚕丝']}","['其它', '上衣', '上衣']",上衣
585,2018秋季新品长袖仿真丝衬衫女桑蚕丝时尚波点印花上衣h659,女装,上衣,衬衫,"{'m': ['2018', '丝'], 't': ['秋季'], 'n': ['新品', '长袖', '衬衫', '时尚', '波点', '印花', '上衣'], 'd': ['仿真'], 'b': ['女'], 'nr': ['桑蚕丝'], 'eng': ['h659']}","['其它', '上衣', '上衣']",上衣
586,2018秋季新款 欧洲站女装 纯色收腰显瘦气质五分袖大码连衣裙女,女装,连衣裙,连衣裙,"{'m': ['2018', '五分'], 't': ['秋季'], 'n': ['新款', '女装', '纯色', '气质', '大码', '连衣裙'], 'ns': ['欧洲'], 'v': ['站', '收腰', '袖'], 'a': ['显瘦'], 'b': ['女']}",['连衣裙'],连衣裙
587,2018秋季新款中长款毛衣裙女士式针织衫半高领长袖打底衫,女装,上衣,打底衫,"{'m': ['2018', '半'], 't': ['秋季'], 'n': ['新款', '毛', '衣裙', '女士', '针织衫', '高领', '长袖', '打底衫'], 'j': ['中长款'], 'k': ['式']}","['上衣', '其它', '上衣']",上衣
588,2018秋季新款中长牛仔外套女刺绣五角星修身显瘦牛仔风衣大码,女装,外套,风衣,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '外套', '刺绣', '修身', '风衣', '大码'], 'f': ['中'], 'a': ['长', '显瘦'], 'nr': ['牛仔', '牛仔'], 'b': ['女'], 'nz': ['五角星']}","['外套', '外套']",外套
589,2018秋季新款中长牛仔外套女刺绣五角星修身显瘦牛仔风衣大码h448,女装,外套,风衣,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '外套', '刺绣', '修身', '风衣', '大码'], 'f': ['中'], 'a': ['长', '显瘦'], 'nr': ['牛仔', '牛仔'], 'b': ['女'], 'nz': ['五角星'], 'eng': ['h448']}","['外套', '外套']",外套
590,2018秋季新款休闲裤子绑带开叉喇叭裤女装高腰修身长裤潮,女装,裤子,长裤,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '裤子', '绑带', '喇叭裤', '女装', '腰', '修身', '长裤', '潮'], 'v': ['休闲', '开叉'], 'a': ['高']}","['裤子', '裤子']",裤子
591,2018秋季新款假两件拼接喇叭袖毛衣女宽松圆领套头针织衫潮,女装,上衣,针织衫,"{'m': ['2018', '两件'], 't': ['秋季'], 'n': ['新款', '假', '喇叭', '袖', '毛衣', '圆领', '套头', '针织衫', '潮'], 'v': ['拼接'], 'b': ['女'], 'a': ['宽松']}","['上衣', '上衣']",上衣
592,2018秋季新款大码棉麻绣花妈妈连衣裙长袖中长款宽松显瘦过膝女,女装,连衣裙,连衣裙,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '大码', '棉麻', '绣花', '妈妈', '连衣裙', '长袖'], 'j': ['中长款'], 'a': ['宽松', '显瘦'], 'v': ['过膝'], 'b': ['女']}","['连衣裙', '其它']",其它
593,2018秋季新款女士短靴马丁靴单鞋女式百搭女鞋子休闲舒适女鞋子,女装,鞋,短靴,"{'m': ['2018', '百'], 't': ['秋季'], 'n': ['新款', '女士', '短靴', '马丁靴', '单鞋', '女式', '女', '鞋子', '鞋子'], 'v': ['搭', '休闲'], 'a': ['舒适'], 'b': ['女']}","['鞋', '鞋', '鞋', '鞋', '鞋']",鞋
594,2018秋季新款女装大码长袖t恤韩版上衣秋装显瘦中长款加绒打底衫,女装,上衣,打底衫,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '女装', '大码', '长袖', '恤韩', '版', '上衣', '秋装', '加绒', '打底衫'], 'eng': ['t'], 'a': ['显瘦'], 'j': ['中长款']}","['其它', '上衣', '上衣']",上衣
595,2018秋季新款女装拼色针织衫女秋冬打底衫百搭韩版针织衫毛衣,女装,上衣,打底衫,"{'m': ['2018', '百'], 't': ['秋季', '秋冬'], 'n': ['新款', '女装', '拼色', '针织衫', '打底衫', '版', '针织衫', '毛衣'], 'b': ['女'], 'v': ['搭'], 'j': ['韩']}","['上衣', '上衣', '上衣', '上衣']",上衣
596,2018秋季新款女装时尚卫衣套装女宽松显瘦休闲运动港味薄绒两件套,女装,套装,套装,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '女装', '时尚', '卫衣', '套装', '港味', '薄绒', '两件套'], 'b': ['女'], 'a': ['宽松', '显瘦'], 'v': ['休闲'], 'vn': ['运动']}","['上衣', '套装', '套装']",套装
597,2018秋季新款女装长袖针织连衣裙两件套韩版毛衣套装裙,女装,连衣裙,连衣裙,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '女装', '长袖', '针织', '连衣裙', '两件套', '毛衣', '套装', '裙'], 'nt': ['韩版']}","['其它', '连衣裙', '套装', '上衣', '套装', '裙子']",套装
598,2018秋季新款女装韩版开叉打底衫前短后长不规则毛衣d200,女装,上衣,打底衫,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '女装', '打底衫', '毛衣'], 'nt': ['韩版'], 'v': ['开叉'], 'i': ['前短后长'], 'a': ['不规则'], 'eng': ['d200']}","['上衣', '上衣']",上衣
599,2018秋季新款平底妈妈鞋英伦系带小皮鞋女软底舒适休闲乐福鞋大码WLDF-3,女装,鞋,鞋,"{'m': ['2018'], 't': ['秋季', '平底'], 'n': ['新款', '妈妈', '鞋', '系带', '皮鞋', '软底', '大码'], 'ns': ['英伦'], 'a': ['小', '舒适'], 'b': ['女'], 'v': ['休闲'], 'nr': ['乐福鞋'], 'eng': ['WLDF3']}","['鞋', '鞋']",鞋
600,2018秋季新款弹力牛仔裤女高腰修身显瘦卷边小脚铅笔裤,女装,裤子,铅笔裤,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '弹力', '牛仔裤', '腰', '修身', '卷边', '小脚', '铅笔裤'], 'b': ['女'], 'a': ['高', '显瘦']}","['裤子', '裤子', '裤子']",裤子
601,2018秋季新款微喇叭裤女九分裤韩版阔腿裤黑色休闲西装裤gz,女装,裤子,阔腿裤,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '微', '喇叭裤', '九分裤', '阔腿裤', '黑色', '西装裤'], 'b': ['女'], 'nt': ['韩版'], 'v': ['休闲'], 'eng': ['gz']}","['裤子', '裤子', '裤子']",裤子
602,2018秋季新款微喇叭裤女九分裤韩版阔腿裤黑色休闲西装裤gzh409,女装,裤子,阔腿裤,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '微', '喇叭裤', '九分裤', '阔腿裤', '黑色', '西装裤'], 'b': ['女'], 'nt': ['韩版'], 'v': ['休闲'], 'eng': ['gzh409']}","['裤子', '裤子', '裤子']",裤子
603,2018秋季新款显瘦高腰女士长裤微喇叭绣花长牛仔裤宽松百搭有气质,女装,裤子,牛仔裤,"{'m': ['2018', '百'], 't': ['秋季'], 'n': ['新款', '腰', '女士', '长裤', '微', '喇叭', '绣花', '牛仔裤', '气质'], 'v': ['显', '搭有'], 'a': ['瘦高', '长', '宽松']}","['裤子', '裤子']",裤子
604,2018秋季新款显瘦高腰女士长裤微喇叭绣花长牛仔裤宽松百搭有气质h538,女装,裤子,牛仔裤,"{'m': ['2018', '百'], 't': ['秋季'], 'n': ['新款', '腰', '女士', '长裤', '微', '喇叭', '绣花', '牛仔裤', '气质'], 'v': ['显', '搭有'], 'a': ['瘦高', '长', '宽松'], 'eng': ['h538']}","['裤子', '裤子']",裤子
605,2018秋季新款格子印花上衣宽松小衫,女装,上衣,上衣,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '格子', '印花', '上衣', '小衫'], 'a': ['宽松']}","['上衣', '上衣']",上衣
606,2018秋季新款甜美荷叶边防水台粗高跟短靴子镂空女裸靴冬鞋,女装,鞋,短靴,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '荷叶', '边防', '水台', '靴子', '鞋'], 'a': ['甜美', '粗高'], 'p': ['跟'], 'b': ['短', '女'], 'vn': ['镂空'], 'ag': ['裸'], 'ng': ['靴'], 'tg': ['冬']}","['鞋', '鞋', '鞋']",鞋
607,2018秋季新款粗跟短靴切尔西靴英伦马丁靴高跟女靴子及裸靴,女装,鞋,短靴,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '短靴', '靴', '马丁靴', '女', '靴子'], 'a': ['粗', '高'], 'p': ['跟', '跟'], 'nrt': ['切尔西'], 'ns': ['英伦'], 'c': ['及'], 'ag': ['裸'], 'ng': ['靴']}","['鞋', '鞋', '鞋', '鞋', '鞋']",鞋
608,2018秋季新款过膝针织连衣裙V领首要显瘦毛衣裙f893,女装,连衣裙,连衣裙,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '针织', '连衣裙', '领', '毛', '衣裙'], 'v': ['过膝'], 'eng': ['V', 'f893'], 'b': ['首要'], 'a': ['显瘦']}",['连衣裙'],连衣裙
609,2018秋季新款透气运动鞋女鞋韩版ulzzang原宿跑步网鞋百搭小白鞋,女装,鞋,运动鞋,"{'m': ['2018', '百'], 't': ['秋季'], 'n': ['新款', '透气', '运动鞋', '女鞋', '原宿', '跑步', '网鞋', '白鞋'], 'nt': ['韩版'], 'eng': ['ulzzang'], 'v': ['搭'], 'a': ['小']}","['鞋', '鞋']",鞋
610,2018秋季新款遮肚子长袖连衣裙宽松藏肉洋气大码女装,女装,连衣裙,连衣裙,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '肚子', '长袖', '连衣裙', '肉', '洋气', '大码', '女装'], 'v': ['遮'], 'a': ['宽松'], 'j': ['藏']}","['其它', '连衣裙']",连衣裙
611,2018秋季新款针织毛衣女长款连衣裙过膝包臀百搭修身针织长裙打底裙d132,女装,连衣裙,连衣裙,"{'m': ['2018', '百'], 't': ['秋季'], 'n': ['新款', '针织', '毛衣', '女长款', '连衣裙', '修身', '针织', '长裙', '打底裙'], 'v': ['过膝', '包', '搭'], 'ng': ['臀'], 'eng': ['d132']}","['上衣', '连衣裙', '连衣裙']",连衣裙
612,2018秋季新款针织衫短款毛衣外套女韩版宽松V领开衫提花百搭毛衫,女装,上衣,开衫,"{'m': ['2018', '百'], 't': ['秋季'], 'n': ['新款', '针织衫', '毛衣', '外套', '版', '领', '开衫'], 'b': ['短款', '女'], 'j': ['韩'], 'a': ['宽松'], 'eng': ['V'], 'v': ['提花', '搭'], 'nr': ['毛衫']}","['上衣', '上衣', '外套', '上衣']",上衣
613,2018秋季新款长袖百搭蕾丝打底衫女镂空修身雪纺衫上衣女,女装,上衣,打底衫,"{'m': ['2018', '百'], 't': ['秋季'], 'n': ['新款', '长袖', '蕾丝', '打底衫', '修身', '雪纺衫', '上衣'], 'v': ['搭'], 'b': ['女', '女'], 'vn': ['镂空']}","['其它', '上衣', '上衣', '上衣']",上衣
614,2018秋季新款韩版上衣女装披肩毛衣外搭,女装,上衣,上衣,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '上衣', '女装', '披肩', '毛衣'], 'nt': ['韩版'], 'f': ['外'], 'v': ['搭']}","['上衣', '配饰', '上衣']",上衣
615,2018秋季新款韩版粗跟马丁靴女高跟短筒短靴绒面百搭靴子小跟裸靴WLDF-3,女装,鞋,短靴,"{'m': ['2018', '百'], 't': ['秋季'], 'n': ['新款', '版', '马丁靴', '女高', '短靴', '绒面', '靴子'], 'j': ['韩'], 'a': ['粗', '小'], 'p': ['跟', '跟', '跟'], 'b': ['短筒'], 'v': ['搭'], 'ag': ['裸'], 'ng': ['靴'], 'eng': ['WLDF3']}","['鞋', '鞋', '鞋', '鞋']",鞋
616,2018秋季新款高腰刺绣小脚裤弹力修身打底裤,女装,裤子,小脚裤,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '腰', '刺绣', '小脚裤', '弹力', '修身', '打底裤'], 'a': ['高']}","['裤子', '裤子']",裤子
617,2018秋季新款高腰黑色牛仔裤女长裤秋装排扣弹力铅笔裤,女装,裤子,铅笔裤,"{'m': ['2018'], 't': ['秋季'], 'n': ['新款', '腰', '黑色', '牛仔裤', '长裤', '秋装', '弹力', '铅笔裤'], 'a': ['高'], 'b': ['女'], 'v': ['排扣']}","['裤子', '裤子', '裤子']",裤子
618,2018秋季新款高腰龙凤呢阔腿裤秋冬直筒毛呢裤子女宽松显瘦,女装,裤子,阔腿裤,"{'m': ['2018'], 't': ['秋季', '秋冬'], 'n': ['新款', '腰', '阔腿裤', '直筒', '毛呢', '裤子'], 'a': ['高', '宽松', '显瘦'], 'nr': ['龙凤'], 'y': ['呢'], 'b': ['女']}","['裤子', '裤子']",裤子
619,2018秋季时尚拼接牛仔套装女【DB】,女装,套装,套装,"{'m': ['2018'], 't': ['秋季'], 'n': ['时尚', '套装'], 'v': ['拼接'], 'nr': ['牛仔'], 'b': ['女'], 'a': ['DB']}",['套装'],套装
