,产品标题,一级类目,二级类目,三级类目,三级分词,二级分词,二级品类结果,特征
1101,2019春季新款时尚韩版显瘦拼接碎花雪纺七分袖连衣裙中长款【DB】【DM】,女装,连衣裙,连衣裙,"{'m': ['2019', '七分'], 't': ['春季'], 'n': ['新款', '时尚', '版', '碎花', '袖'], 'j': ['韩', '中长款'], 'a': ['显瘦'], 'v': ['拼接'], 'nz': ['雪纺'], 'nr': ['连衣裙'], 'eng': ['DBDM']}",[],,韩版显雪纺中长款
1102,2019春季新款时尚韩版气质女装修身显瘦褶皱长袖雪纺衬衫打底衫女【DB】h379,女装,上衣,打底衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '时尚', '气质', '女装', '褶皱', '长袖', '衬衫', '女'], 'nt': ['韩版'], 'v': ['修身', '打底'], 'a': ['显瘦'], 'nz': ['雪纺'], 'ng': ['衫'], 'eng': ['DBh379']}",[],,韩版显瘦雪纺
1103,2019春季新款时尚韩版蕾丝连衣裙,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '时尚', '蕾丝'], 'nt': ['韩版'], 'nr': ['连衣裙']}",[],,韩版蕾丝连衣裙
1104,2019春季新款时尚韩版豹纹拼接休闲显瘦两件套套装,女装,套装,套装,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '时尚', '豹纹', '套装'], 'nt': ['韩版'], 'v': ['拼接', '休闲'], 'a': ['显瘦'], 'l': ['两件套']}",[],,韩版显瘦两件套
1105,2019春季新款欧美大码女装雪纺拼接时尚有型长袖减龄百搭连衣裙【DM】,女装,连衣裙,连衣裙,"{'m': ['2019', '百'], 't': ['春季'], 'n': ['新款', '大码', '女装', '时尚', '长袖'], 'ns': ['欧美'], 'nz': ['雪纺'], 'v': ['拼接', '减龄', '搭'], 'b': ['有型'], 'nr': ['连衣裙'], 'eng': ['DM']}",[],,大码雪纺有型
1106,2019春季新款欧美女装宽松显瘦雪纺印花气质连衣裙女【DB】g109,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '女装', '雪纺', '印花', '气质', '女'], 'ns': ['欧美'], 'a': ['宽松', '显瘦'], 'nr': ['连衣裙'], 'eng': ['DBg109']}",[],,显瘦雪纺DBg女装
1107,2019春季新款气质修身拼接收腰时尚中长款长袖连衣裙【DB】f486,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '气质', '腰', '时尚', '长袖'], 'v': ['修身', '拼', '接收'], 'j': ['中长款'], 'nr': ['连衣裙'], 'eng': ['DBf486']}",[],,中长款DBf长袖
1108,2019春季新款气质性感网纱绣花显瘦长袖 百搭洋气打底小衫,女装,上衣,小衫,"{'m': ['2019', '百'], 't': ['春季'], 'n': ['新款', '气质', '性感', '网纱', '绣花', '长袖', '洋气'], 'a': ['显瘦'], 'v': ['搭', '打底'], 'nr': ['小衫']}",[],,网纱显瘦百搭
1109,2019春季新款波点系带显瘦收腰长袖连衣裙胖mm大码女装【DM】【DB】f245,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '波点', '系带', '长袖', '胖', '大码', '女装'], 'a': ['显瘦'], 'v': ['收腰'], 'nr': ['连衣裙'], 'eng': ['mm', 'DMDBf245']}",[],,波点显瘦收腰
1110,2019春季新款洗水弹力休闲裤 蕾丝拼接九分裤 百搭显瘦微喇叭女裤,女装,裤子,女裤,"{'m': ['2019', '九分', '百'], 't': ['春季'], 'n': ['新款', '弹力', '休闲裤', '蕾丝', '微', '喇叭', '女裤'], 'v': ['洗水', '拼接', '搭'], 'ng': ['裤'], 'a': ['显瘦']}",[],,洗水休闲裤蕾丝
1111,2019春季新款爱心方扣百搭浅口尖头平底女单鞋h474,女装,鞋,单鞋,"{'m': ['2019', '百'], 't': ['春季', '平底'], 'n': ['新款', '爱心', '方扣', '浅口', '尖头', '女单', '鞋'], 'v': ['搭'], 'eng': ['h474']}",[],,女单方扣百搭
1112,2019春季新款版挺括垂顺修身叠片系带连衣裙【DB】h872,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '叠片', '系带'], 'v': ['挺括', '垂顺', '修身'], 'nr': ['连衣裙'], 'eng': ['DBh872']}",[],,叠片垂顺DBh
1113,2019春季新款牛仔半身裙大摆裙长裙伞裙,女装,裙子,半身裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '半身裙', '长裙', '伞裙'], 'nr': ['牛仔'], 'a': ['大'], 'v': ['摆'], 'ng': ['裙']}",[],,半身裙大摆裙伞裙
1114,2019春季新款牛仔外套女短款修身港味夹克时尚韩版百搭小清新上衣,女装,外套,外套,"{'m': ['2019', '百'], 't': ['春季'], 'n': ['新款', '外套', '港味', '夹克', '时尚', '版', '上衣'], 'nr': ['牛仔'], 'b': ['女', '短款'], 'v': ['修身', '搭'], 'j': ['韩'], 'a': ['小', '清新']}",[],,短款港味韩版百
1115,2019春季新款百搭女厚底运动鞋潮休闲鞋网面老爹鞋h\h,女装,鞋,休闲鞋,"{'m': ['2019', '百'], 't': ['春季'], 'n': ['新款', '厚底', '运动鞋', '潮', '网面', '鞋'], 'v': ['搭'], 'b': ['女'], 'i': ['休闲鞋'], 'nr': ['老爹'], 'eng': ['hh']}",[],,休闲鞋百搭女厚底
1116,2019春季新款百搭浅口中跟女鞋漆皮圆头鞋hh,女装,鞋,鞋,"{'m': ['2019', '百'], 't': ['春季'], 'n': ['新款', '女鞋', '漆皮', '圆头', '鞋'], 'v': ['搭'], 'a': ['浅'], 's': ['口中'], 'p': ['跟'], 'eng': ['hh']}",[],,百搭hh女鞋
1117,2019春季新款睡衣女牛奶丝长袖卡通格子睡睡熊可外穿时尚家居服套装PNDF-4,女装,日用,睡衣,"{'m': ['2019', '丝'], 't': ['春季'], 'n': ['新款', '睡衣', '牛奶', '长袖', '格子', '熊', '套装'], 'b': ['女'], 'nz': ['卡通'], 'v': ['睡睡', '穿', '服'], 'c': ['可外'], 'nr': ['时尚家居'], 'eng': ['PNDF4']}",[],,熊可外时尚家居PNDF
1118,2019春季新款睡衣女长袖套装女士韩版宽松清新柔软舒适春夏薄款家居服PNDF-4,女装,日用,睡衣,"{'m': ['2019'], 't': ['春季', '春夏'], 'n': ['新款', '睡衣', '长袖', '套装', '女士', '薄款'], 'b': ['女'], 'nt': ['韩版'], 'a': ['宽松', '清新', '柔软', '舒适'], 'nr': ['家居服'], 'eng': ['PNDF4']}",[],,韩版薄款家居服
1119,2019春季新款破洞牛仔风衣女韩版修身中长款七分袖西装领百搭大码,女装,外套,风衣,"{'m': ['2019', '七分'], 't': ['春季'], 'n': ['新款', '破洞', '风衣', '版', '袖', '西装'], 'nr': ['牛仔'], 'b': ['女'], 'j': ['韩', '中长款'], 'v': ['修身'], 'l': ['领百搭大码']}",[],,韩版中长款领百搭大码
1120,2019春季新款立领打底裙中长款修身气质撞色绣花红色连衣裙女秋冬,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季', '秋冬'], 'n': ['新款', '长款', '气质', '绣花', '红色'], 'v': ['立领', '打底', '修身', '撞'], 'ng': ['裙', '色'], 'f': ['中'], 'nr': ['连衣裙'], 'b': ['女']}",[],,立领裙中长款
1121,2019春季新款立领打底裙中长款修身气质撞色绣花连衣裙女【DM】f916,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '长款', '气质', '绣花', '女'], 'v': ['立领', '打底', '修身', '撞'], 'ng': ['裙', '色'], 'f': ['中'], 'nr': ['连衣裙'], 'eng': ['DMf916']}",[],,立领裙中长款
1122,2019春季新款网红牛仔裤女显瘦修身高腰圆环九分小脚裤子,女装,裤子,小脚裤,"{'m': ['2019', '九分'], 't': ['春季'], 'n': ['新款', '网红', '牛仔裤', '腰', '圆环', '小脚', '裤子'], 'b': ['女'], 'a': ['显瘦', '高'], 'v': ['修身']}",[],,网红女显高腰
1123,2019春季新款胖MM大码女装蕾丝连衣裙女中长款长袖连衣裙【DM】【DB】,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '胖', '大码', '女装', '蕾丝', '中长款', '长袖'], 'eng': ['MM', 'DMDB'], 'nr': ['连衣裙', '连衣裙'], 'b': ['女']}",[],,连衣裙MM大码
1124,2019春季新款胖mm时尚修身显瘦绣花开叉圆领大码连衣裙【DB】【DM】,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '胖', '时尚', '绣花', '圆领', '大码'], 'eng': ['mm', 'DBDM'], 'v': ['修身', '开叉'], 'a': ['显瘦'], 'nr': ['连衣裙']}",[],,开叉mm显瘦
1125,2019春季新款胖mm时尚修身显瘦绣花开叉圆领大码连衣裙【DB】【DM】g371,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '胖', '时尚', '绣花', '圆领', '大码'], 'eng': ['mm', 'DBDMg371'], 'v': ['修身', '开叉'], 'a': ['显瘦'], 'nr': ['连衣裙']}",[],,开叉mm显瘦
1126,2019春季新款胖mm时尚修身显瘦绣花开叉圆领大码连衣裙【DB】【DM】h444,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '胖', '时尚', '绣花', '圆领', '大码'], 'eng': ['mm', 'DBDMh444'], 'v': ['修身', '开叉'], 'a': ['显瘦'], 'nr': ['连衣裙']}",[],,开叉mm显瘦
1127,2019春季新款荷叶边装饰蕾丝衫法式少女复古韩范小清新上衣【DB】f120,女装,上衣,上衣,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '荷叶', '装饰', '蕾丝', '法式', '少女', '上衣'], 'd': ['边'], 'ng': ['衫'], 'vn': ['复古'], 'j': ['韩'], 'nr': ['范小'], 'a': ['清新'], 'eng': ['DBf120']}",[],,蕾丝韩范小DBf
1128,2019春季新款荷叶边装饰蕾丝衫法式少女复古韩范小清新上衣【DB】h648,女装,上衣,上衣,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '荷叶', '装饰', '蕾丝', '法式', '少女', '上衣'], 'd': ['边'], 'ng': ['衫'], 'vn': ['复古'], 'j': ['韩'], 'nr': ['范小'], 'a': ['清新'], 'eng': ['DBh648']}",[],,蕾丝韩范小DBh
1129,2019春季新款蕾丝袖镂空薄款针织衫女韩版圆领套头短款打底衫【DB】h878,女装,上衣,打底衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '蕾丝', '袖', '薄款', '针织衫', '版', '圆领', '套头'], 'vn': ['镂空'], 'b': ['女', '短款'], 'j': ['韩'], 'v': ['打底'], 'ng': ['衫'], 'eng': ['DBh878']}",[],,短款蕾丝薄款
1130,2019春季新款蝴蝶结长袖中长款裙子潮流百搭时尚中年气质女-BMDF【DM】,女装,裙子,裙,"{'m': ['2019', '百'], 't': ['春季', '中年'], 'n': ['新款', '蝴蝶结', '长袖', '裙子', '潮流', '时尚', '气质', '女'], 'j': ['中长款'], 'v': ['搭'], 'eng': ['BMDFDM']}",[],,中长款百搭BMDFDM
1131,2019春季新款衬衣Ｖ领宽松女时尚高端长袖T恤中老年亮丝上衣【DM】,女装,上衣,T恤,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '衬衣', '时尚', '高端', '长袖', 'T恤', '亮丝', '上衣'], 'v': ['领'], 'a': ['宽松'], 'b': ['女'], 'j': ['中老年'], 'eng': ['DM']}",[],,T恤亮丝DM
1132,2019春季新款衬衣Ｖ领宽松女时尚高端长袖T恤中老年亮丝上衣大码,女装,上衣,T恤,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '衬衣', '时尚', '高端', '长袖', 'T恤', '亮丝', '上衣', '大码'], 'v': ['领'], 'a': ['宽松'], 'b': ['女'], 'j': ['中老年']}",[],,T恤亮丝大码
1133,2019春季新款西装女韩版长袖小西装外套女职业西装女女装,女装,外套,外套,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '西装', '版', '长袖', '西装', '外套', '职业', '西装', '女装'], 'b': ['女', '女', '女'], 'j': ['韩'], 'a': ['小']}",[],,西装韩版长袖
1134,2019春季新款连衣裙V领修身长袖中长a字裙气质淑女小黑裙大码【DM】,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '领', '长袖', '中长', '字', '气质', '淑女', '大码'], 'nr': ['连衣裙', '小黑裙'], 'eng': ['V', 'a', 'DM'], 'v': ['修身'], 'ng': ['裙']}",[],,小黑裙大码DM
1135,2019春季新款连衣裙印花亮丝时尚复古改良旗袍气质优雅女人装【DM】,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '印花', '亮丝', '时尚', '旗袍', '气质', '女人', '装'], 'nr': ['连衣裙'], 'vn': ['复古'], 'v': ['改良'], 'a': ['优雅'], 'eng': ['DM']}",[],,亮丝DM连衣裙
1136,2019春季新款连衣裙女气质大码女装七分袖拼接刺绣韩版连衣裙子【DM】,女装,连衣裙,连衣裙,"{'m': ['2019', '七分'], 't': ['春季'], 'n': ['新款', '气质', '大码', '女装', '袖', '刺绣'], 'nr': ['连衣裙', '连衣裙', '子'], 'b': ['女'], 'v': ['拼接'], 'nt': ['韩版'], 'eng': ['DM']}",[],,连衣裙大码韩版
1137,2019春季新款通勤常规长袖水洗皮黑色中长款直筒皮衣【DB】h505,女装,外套,皮衣,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '常规', '长袖', '皮', '黑色', '直筒', '皮衣'], 'j': ['通勤', '中长款'], 'b': ['水洗'], 'eng': ['DBh505']}",[],,通勤中长款直筒
1138,2019春季新款针织衫女宽松长袖打底衫薄款毛衣【DB】,女装,上衣,打底衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '针织衫', '长袖', '薄款', '毛衣'], 'b': ['女'], 'a': ['宽松'], 'v': ['打底'], 'ng': ['衫'], 'eng': ['DB']}",[],,针织衫薄款DB
1139,2019春季新款针织衫女宽松长袖打底衫薄款毛衣【DB】h730,女装,上衣,打底衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '针织衫', '长袖', '薄款', '毛衣'], 'b': ['女'], 'a': ['宽松'], 'v': ['打底'], 'ng': ['衫'], 'eng': ['DBh730']}",[],,针织衫薄款DBh
1140,2019春季新款长款绣花连衣裙文艺优雅七分袖A字裙,女装,连衣裙,连衣裙,"{'m': ['2019', '七分'], 't': ['春季'], 'n': ['新款', '长款', '绣花', '文艺', '袖', '字'], 'nr': ['连衣裙'], 'a': ['优雅'], 'eng': ['A'], 'ng': ['裙']}",[],,长款连衣裙七分
1141,2019春季新款长袖连衣裙中长款修身显瘦40-50岁中年妈妈装打底裙,女装,连衣裙,连衣裙,"{'m': ['2019', '4050', '岁'], 't': ['春季', '中年'], 'n': ['新款', '长袖', '妈妈', '裙'], 'nr': ['连衣裙'], 'j': ['中长款'], 'v': ['修身', '装', '打底'], 'a': ['显瘦']}",[],,中长款显瘦打底
1142,2019春季新款长袖长裤套装女露肩两件套【DB】g712,女装,套装,套装,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '长袖', '长裤', '套装', '肩'], 'nz': ['女露'], 'l': ['两件套'], 'eng': ['DBg712']}",[],,女露两件套DBg
1143,2019春季新款长袖长裤套装女露肩两件套【DB】h218,女装,套装,套装,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '长袖', '长裤', '套装', '肩'], 'nz': ['女露'], 'l': ['两件套'], 'eng': ['DBh218']}",[],,女露两件套DBh
1144,2019春季新款雪纺衫女韩版淑女小清新上衣女灯笼袖雪纺衫洋气小衫【DB】4435,女装,上衣,雪纺衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '淑女', '上衣', '灯笼', '袖雪', '纺衫', '洋气'], 'nz': ['雪纺衫'], 'b': ['女', '女'], 'j': ['韩'], 'a': ['小', '清新'], 'nr': ['小衫'], 'eng': ['DB4435']}",[],,雪纺衫韩版袖雪纺衫
1145,2019春季新款雪纺衫女韩版淑女小清新上衣女灯笼袖雪纺衫洋气小衫【DB】g260,女装,上衣,雪纺衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '淑女', '上衣', '灯笼', '袖雪', '纺衫', '洋气'], 'nz': ['雪纺衫'], 'b': ['女', '女'], 'j': ['韩'], 'a': ['小', '清新'], 'nr': ['小衫'], 'eng': ['DBg260']}",[],,雪纺衫韩版袖雪纺衫
1146,2019春季新款雪纺衫女韩版淑女小清新上衣女灯笼袖雪纺衫洋气小衫【DB】g435,女装,上衣,雪纺衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '淑女', '上衣', '灯笼', '袖雪', '纺衫', '洋气'], 'nz': ['雪纺衫'], 'b': ['女', '女'], 'j': ['韩'], 'a': ['小', '清新'], 'nr': ['小衫'], 'eng': ['DBg435']}",[],,雪纺衫韩版袖雪纺衫
1147,2019春季新款雪纺衫女韩版淑女小清新上衣女灯笼袖雪纺衫洋气小衫【DB】h435,女装,上衣,雪纺衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '淑女', '上衣', '灯笼', '袖雪', '纺衫', '洋气'], 'nz': ['雪纺衫'], 'b': ['女', '女'], 'j': ['韩'], 'a': ['小', '清新'], 'nr': ['小衫'], 'eng': ['DBh435']}",[],,雪纺衫韩版袖雪纺衫
1148,2019春季新款韩版中长款长袖衬衫女条纹拼接显瘦绣花衬衣大码开衫【DB】【DM】,女装,上衣,开衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '长款', '长袖', '衬衫', '条纹', '绣花', '衬衣', '大码', '开衫'], 'j': ['韩'], 'f': ['中'], 'b': ['女'], 'v': ['拼接'], 'a': ['显瘦'], 'eng': ['DBDM']}",[],,开衫韩版中长款
1149,2019春季新款韩版中长款长袖衬衫女条纹拼接显瘦绣花衬衣大码开衫【DB】【DM】g259,女装,上衣,开衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '长款', '长袖', '衬衫', '条纹', '绣花', '衬衣', '大码', '开衫'], 'j': ['韩'], 'f': ['中'], 'b': ['女'], 'v': ['拼接'], 'a': ['显瘦'], 'eng': ['DBDMg259']}",[],,开衫韩版中长款
1150,2019春季新款韩版优雅蝴蝶结低跟平地浅口鞋简约绒面柳钉尖头单鞋女WLDF-6,女装,鞋,单鞋,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '蝴蝶结', '平地', '鞋', '绒面', '尖头', '单鞋', '女'], 'nt': ['韩版'], 'a': ['优雅', '低', '浅'], 'p': ['跟'], 'q': ['口'], 'd': ['简约'], 'nr': ['柳钉'], 'eng': ['WLDF6']}",[],,单鞋韩版浅口
1151,2019春季新款韩版修身衬衫女撞色雪纺衫女长袖,女装,上衣,衬衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '衬衫', '色雪', '纺衫', '女', '长袖'], 'nt': ['韩版'], 'v': ['修身', '撞'], 'b': ['女']}",[],,韩版女撞色纺衫
1152,2019春季新款韩版刺绣假两件套长袖百搭锦棉大摆A字短裙【DB】f742,女装,套装,两件套,"{'m': ['2019', '百'], 't': ['春季'], 'n': ['新款', '刺绣', '假', '长袖', '字', '短裙'], 'nt': ['韩版'], 'l': ['两件套'], 'v': ['搭', '摆'], 'ng': ['锦', '棉'], 'a': ['大'], 'eng': ['A', 'DBf742']}",[],,韩版两件套百搭锦
1153,2019春季新款韩版刺绣假两件套长袖百搭锦棉大摆A字短裙【DB】h642,女装,套装,两件套,"{'m': ['2019', '百'], 't': ['春季'], 'n': ['新款', '刺绣', '假', '长袖', '字', '短裙'], 'nt': ['韩版'], 'l': ['两件套'], 'v': ['搭', '摆'], 'ng': ['锦', '棉'], 'a': ['大'], 'eng': ['A', 'DBh642']}",[],,韩版两件套百搭锦
1154,2019春季新款韩版大码女装减龄钉珠修身显瘦拼接网纱连衣裙,女装,连衣裙,连衣裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '大码', '女装', '减龄', '钉珠', '网纱'], 'j': ['韩'], 'v': ['修身', '拼接'], 'a': ['显瘦'], 'nr': ['连衣裙']}",[],,韩版大码减龄显瘦
1155,2019春季新款韩版大码女装时尚气质V领灯笼袖荷叶边百搭A字裙【DM】,女装,裙子,裙,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '大码', '女装', '时尚', '气质', '领', '灯笼', '袖', '荷叶', '字'], 'j': ['韩'], 'eng': ['V', 'A', 'DM'], 'nr': ['边百搭'], 'ng': ['裙']}",[],,韩版大码边百搭DM
1156,2019春季新款韩版大码胖MM气质宽松显瘦拼接连衣【DM】,女装,其它,连衣,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '版', '大码', '胖', '气质', '连衣'], 'j': ['韩'], 'eng': ['MM', 'DM'], 'a': ['宽松', '显瘦'], 'v': ['拼接']}",[],,韩版大码MM显瘦
1157,2019春季新款韩版套头V领针织打底衫短款宽松大码镂空上衣【DB】,女装,上衣,打底衫,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '套头', '领', '针织', '大码', '上衣'], 'nt': ['韩版'], 'eng': ['V', 'DB'], 'v': ['打底'], 'ng': ['衫'], 'b': ['短款'], 'a': ['宽松'], 'vn': ['镂空']}",[],,短款韩版套头
1158,2019春季新款韩版女圆领套头打底衫百搭薄毛衣【DB】,女装,上衣,打底衫,"{'m': ['2019', '百'], 't': ['春季'], 'n': ['新款', '版', '圆领', '套头', '毛衣'], 'j': ['韩'], 'b': ['女'], 'v': ['打底', '搭'], 'ng': ['衫'], 'a': ['薄'], 'eng': ['DB']}",[],,韩版女套头百搭薄
1159,2019春季新款韩版女裤系带百褶阔腿裤宽松九分休闲裤,女装,裤子,阔腿裤,"{'m': ['2019', '九分'], 't': ['春季'], 'n': ['新款', '女裤', '系带', '百褶', '腿', '休闲裤'], 'nt': ['韩版'], 'a': ['阔', '宽松'], 'ng': ['裤']}",[],,百褶韩版阔腿裤
1160,2019春季新款韩版宽松大码棉麻女装 长袖提花娃娃衫棉麻衬衣【DB】,女装,上衣,衬衣,"{'m': ['2019'], 't': ['春季'], 'n': ['新款', '大码', '棉麻', '女装', '长袖', '娃娃', '棉麻', '衬衣'], 'nt': ['韩版'], 'a': ['宽松'], 'v': ['提花'], 'ng': ['衫'], 'eng': ['DB']}",[],,棉麻韩版大码
